prescription_name,Acute Kidney Failure,Chronic Kidney Disease,Diabetes,Heart Attack,Asthma,Liver Disease,Hypertension,Pneumonia
Dilantin,2,0,0,0,0,0,0,0
NEO*IV*Phenobarbital,2,0,0,0,0,0,0,0
Centrum,2,0,0,0,0,0,0,0
Fluorescein,2,0,0,0,0,0,0,0
formoterol fumarate,2,0,0,0,0,0,0,0
*NF*ESOMEPRAZOLE ,2,0,0,0,0,0,0,0
Cetacaine,2,0,0,0,0,0,0,0
Plan B,2,0,0,0,0,0,0,0
CefazoLIN Desensitization,1,14,28,0,7,0,7,0
Pindolol,1,7,0,9,0,0,17,4
Blue CADD Cassette,1,4,3,1,3,5,8,0
zinc oxide,1,4,3,1,0,0,0,2
Gentamicin 0.1% Cream,1,4,3,0,0,1,0,0
Camphor-Menthol,1,4,3,0,0,0,0,0
Tegaserod Hydrogen Maleate,1,3,8,0,0,0,3,0
Casodex,1,3,5,5,1,0,12,0
Carbamazepine Chewable Tabs,1,3,5,2,1,0,3,2
Gamunex,1,3,3,0,1,2,1,2
Carbamide Peroxide,1,3,3,0,0,0,1,0
Coenzyme Q10,1,3,2,0,0,0,1,0
darbepoetin alfa in polysorbat,1,3,2,0,0,0,0,0
Sensipar,1,2,14,0,0,0,0,0
MedroxyPROGESTERone Acetate,1,2,13,1,5,0,11,6
Dibucaine,1,2,5,1,3,0,3,8
fenofibrate nanocrystallized,1,2,4,0,0,0,4,0
cilo,1,2,4,0,0,0,2,2
BENDAmustine,1,2,3,2,0,0,3,1
Betamethasone Valerate 0.1% Cream,1,2,3,1,2,1,7,2
Zemplar,1,2,3,0,0,0,0,1
Neomycin/Polymyxin/Dexameth Ophth Susp.,1,2,2,0,2,2,2,2
nifed,1,2,2,0,1,0,2,1
pilocarpine HCl,1,2,2,0,1,0,2,0
Risperidone Long Acting Injection,1,2,2,0,0,3,4,2
Zaroxolyn,1,2,2,0,0,1,0,0
Isosorbide Mononitr,1,2,2,0,0,0,1,1
Sucralfate Enema,1,2,1,1,0,0,0,0
Nystat,1,2,1,0,0,1,2,2
triaz,1,2,1,0,0,0,4,0
D12.5W,1,2,1,0,0,0,3,4
riluzole,1,2,1,0,0,0,0,0
ritonavir,1,2,1,0,0,0,0,0
Influenza A (H1N1) Vaccine,1,2,0,0,1,0,1,2
prednisol,1,2,0,0,1,0,0,0
Novolog,1,1,15,1,0,0,0,0
Ketorolac Tromethamine,1,1,6,3,0,0,2,2
Humulin N,1,1,6,1,0,0,3,0
Insulin NPH Human Recomb,1,1,6,0,1,0,2,2
Multivitamin,1,1,4,1,0,0,6,2
Apidra,1,1,4,1,0,0,1,0
XIBROM,1,1,4,0,1,0,4,0
Colestid,1,1,4,0,0,2,4,0
Pramosone,1,1,4,0,0,1,0,0
Camila,1,1,4,0,0,0,0,0
metoCLOPramide,1,1,4,0,0,0,0,0
Guaifenesin LA,1,1,3,3,1,0,3,1
METOPROLOL,1,1,3,2,0,0,4,0
Strattera,1,1,3,1,0,0,3,0
finasteride,1,1,3,1,0,0,1,0
Teriparatide,1,1,3,1,0,0,0,0
Zafirlukast,1,1,3,0,3,0,2,1
Methylprednisolone ACETATE,1,1,3,0,1,0,1,0
Pyridostigmine Bromide Syrup,1,1,3,0,0,0,6,1
MetFORMIN,1,1,3,0,0,0,2,1
mycophenolate sodium,1,1,3,0,0,0,1,0
Coal Tar 3% Shampoo,1,1,3,0,0,0,1,0
Colestipol,1,1,3,0,0,0,1,0
Levemir Flexpen,1,1,3,0,0,0,0,1
prevac,1,1,3,0,0,0,0,0
Chlorpheniramine Maleate,1,1,2,1,1,0,5,1
Xalatan,1,1,2,1,0,0,2,0
mucin,1,1,2,1,0,0,0,0
Fosfomycin Tromethamine,1,1,2,0,1,1,5,1
Diltia,1,1,2,0,1,0,1,0
Tacrolimus (Self Med),1,1,2,0,0,17,0,0
Lactobacillus Acidophilus,1,1,2,0,0,1,2,0
Aminocaproic Acid 25% Oral Rinse,1,1,2,0,0,1,1,1
Vicks Vapor Inhaler,1,1,2,0,0,1,0,0
Thermacare Neck/Shoulder/Arm,1,1,2,0,0,1,0,0
POTASSIUM CHLORIDE,1,1,2,0,0,0,4,1
Risedronate,1,1,2,0,0,0,4,0
Rivaroxaban,1,1,2,0,0,0,3,0
Multivit,1,1,2,0,0,0,3,0
Lutein,1,1,2,0,0,0,1,1
Lidocaine Jelly ,1,1,2,0,0,0,0,1
Vitamin B-1,1,1,2,0,0,0,0,0
Clobetasol,1,1,2,0,0,0,0,0
Dilti,1,1,2,0,0,0,0,0
Isosorbide mono,1,1,2,0,0,0,0,0
insuli,1,1,2,0,0,0,0,0
Nia,1,1,1,2,0,0,1,0
Vagifem,1,1,1,1,1,0,2,0
naltrexone,1,1,1,1,0,1,0,0
Critic-Aid Clear AF,1,1,1,1,0,0,2,0
*nf,1,1,1,1,0,0,1,1
Benicar HCT,1,1,1,1,0,0,1,0
imdu,1,1,1,1,0,0,0,0
Oseltam,1,1,1,1,0,0,0,0
neutra,1,1,1,1,0,0,0,0
celecoxib,1,1,1,0,2,0,3,1
Mul,1,1,1,0,1,1,0,0
Hydromorphone (Rectal),1,1,1,0,1,0,1,0
Amitiza,1,1,1,0,1,0,0,0
phosp,1,1,1,0,1,0,0,0
Symlin,1,1,1,0,1,0,0,0
Sulfameth/Trimetho,1,1,1,0,0,2,2,0
tacro,1,1,1,0,0,2,0,0
Varicella Virus,1,1,1,0,0,1,0,1
Aminocap,1,1,1,0,0,1,0,1
Venlafax,1,1,1,0,0,1,0,0
citrate,1,1,1,0,0,1,0,0
Aminocaproi,1,1,1,0,0,1,0,0
Albumin 25%,1,1,1,0,0,1,0,0
Propoxyphene,1,1,1,0,0,1,0,0
neutr,1,1,1,0,0,0,2,1
Tobramycin 0.3% Ophth Ointment,1,1,1,0,0,0,2,0
Polyethylene Glycol 3350,1,1,1,0,0,0,2,0
Diltiazem ,1,1,1,0,0,0,2,0
Detrol LA,1,1,1,0,0,0,1,1
Aveeno Colloidal,1,1,1,0,0,0,1,0
HYDROMORPHONE,1,1,1,0,0,0,1,0
Salmon Oil-1000,1,1,1,0,0,0,1,0
Abilify,1,1,1,0,0,0,1,0
Coumadin,1,1,1,0,0,0,0,1
eucerin,1,1,1,0,0,0,0,1
sunitinib,1,1,1,0,0,0,0,1
Pulmicort neb,1,1,1,0,0,0,0,1
Pulmicort respules,1,1,1,0,0,0,0,1
Aygestin,1,1,1,0,0,0,0,1
Miconazole Nitrate 2% Vaginal Cream,1,1,1,0,0,0,0,0
Homatropine HBr,1,1,1,0,0,0,0,0
Donepezil 5 mg or Placebo,1,1,1,0,0,0,0,0
Eye Wash,1,1,1,0,0,0,0,0
HumuLIN N,1,1,1,0,0,0,0,0
Phyton,1,1,1,0,0,0,0,0
Secretin,1,1,1,0,0,0,0,0
lidocain,1,1,1,0,0,0,0,0
Insulin Aspart,1,1,1,0,0,0,0,0
Ketorolac TroMETHamine,1,1,1,0,0,0,0,0
Calcitri,1,1,1,0,0,0,0,0
glyco,1,1,1,0,0,0,0,0
ammonium lactate,1,1,1,0,0,0,0,0
Cortroyson,1,1,1,0,0,0,0,0
Lithium Oral Solution,1,1,1,0,0,0,0,0
Fleet,1,1,0,1,1,0,0,0
Proprano,1,1,0,1,0,1,0,0
Selenious Acid,1,1,0,1,0,1,0,0
Ofloxacin,1,1,0,1,0,0,2,0
dabigatran etexilate,1,1,0,1,0,0,0,2
cortosyn,1,1,0,1,0,0,0,1
Rozerem,1,1,0,1,0,0,0,0
Dexamethasone Intensol,1,1,0,1,0,0,0,0
Homat,1,1,0,1,0,0,0,0
Co-syntropin,1,1,0,1,0,0,0,0
potass,1,1,0,0,2,0,4,1
Coenzyme Q10 Study drug,1,1,0,0,2,0,0,0
Fluvastatin,1,1,0,0,1,1,0,1
Terconazole 80mg Vag. Supp,1,1,0,0,1,0,3,0
Morphine Sulfate (PF),1,1,0,0,1,0,2,0
bude0.25,1,1,0,0,1,0,1,0
Citracal + D,1,1,0,0,1,0,0,0
CarafATE,1,1,0,0,1,0,0,0
EPINEPHrine Auto Injector,1,1,0,0,1,0,0,0
Phyto,1,1,0,0,1,0,0,0
Phospha 250 Neutral,1,1,0,0,0,2,1,0
Imiquimod,1,1,0,0,0,2,0,0
Erythro,1,1,0,0,0,2,0,0
Emt,1,1,0,0,0,1,0,1
Valganc,1,1,0,0,0,1,0,1
Nystatin Oral Susp (Self Med),1,1,0,0,0,1,0,0
Epsom Salt,1,1,0,0,0,1,0,0
Boniva,1,1,0,0,0,1,0,0
nifedipine,1,1,0,0,0,0,4,0
Carbidopa-Levodopa,1,1,0,0,0,0,2,1
bicalutamide,1,1,0,0,0,0,1,0
ERYTHROMYCIN,1,1,0,0,0,0,1,0
"Bottle, Glass",1,1,0,0,0,0,1,0
Vivelle-Dot,1,1,0,0,0,0,1,0
Dasatanib (Sprycel) **CHEMO**,1,1,0,0,0,0,0,1
Docu,1,1,0,0,0,0,0,1
Phenylephrine 1% Nasal Spray,1,1,0,0,0,0,0,1
mege,1,1,0,0,0,0,0,1
Letairis (Ambrisentan),1,1,0,0,0,0,0,0
Phenylephrine  0.05% Nasal Spray,1,1,0,0,0,0,0,0
acet,1,1,0,0,0,0,0,0
Zytiga (Abiraterone) 250mg,1,1,0,0,0,0,0,0
panto,1,1,0,0,0,0,0,0
prednisolone,1,1,0,0,0,0,0,0
Doxycycline Monohydrate,1,1,0,0,0,0,0,0
MultiVi,1,1,0,0,0,0,0,0
Humatrope,1,1,0,0,0,0,0,0
Naloxo,1,1,0,0,0,0,0,0
Dorzolamide,1,1,0,0,0,0,0,0
cyclo,1,1,0,0,0,0,0,0
Ocuvite PreserVision,1,1,0,0,0,0,0,0
Timolol Maleate 0.5% GFS,1,1,0,0,0,0,0,0
Nephramine 2.7%,1,1,0,0,0,0,0,0
metoLAZOne,1,1,0,0,0,0,0,0
Aldara,1,1,0,0,0,0,0,0
Letairis 5mg,1,1,0,0,0,0,0,0
sevelamer ,1,1,0,0,0,0,0,0
OxycoDONE Concentrate,1,1,0,0,0,0,0,0
Zytiga (Abiraterone) ,1,1,0,0,0,0,0,0
fluocinolone,1,1,0,0,0,0,0,0
Isosorbide Mononitrate ,1,1,0,0,0,0,0,0
cortisporin,1,1,0,0,0,0,0,0
glycopyrrolate,1,1,0,0,0,0,0,0
oxymetazoline,1,1,0,0,0,0,0,0
Tyvaso 1.74mg/2.9 ml,1,1,0,0,0,0,0,0
Acetic Acid,1,1,0,0,0,0,0,0
Daclizumab,1,0,17,0,0,0,3,0
Insulin Regular Human,1,0,13,0,0,0,0,1
Metronidazole 0.75%,1,0,7,0,1,0,8,0
Oxacillin Desensitization,1,0,7,0,0,1,0,0
Ceftriaxone Sodium,1,0,6,2,0,0,1,4
Pulmicort Turbuhaler,1,0,6,0,1,0,3,1
SulfaSALAzine DR,1,0,6,0,1,0,3,1
Ethyl Chloride,1,0,6,0,0,0,1,0
Aranesp,1,0,5,2,0,0,1,0
Butalbital-Acetaminophen-Caff,1,0,5,0,0,0,5,0
Epinephrine ,1,0,4,2,1,0,2,0
Bupropion (Sustained Release),1,0,4,1,1,0,6,2
Reminyl,1,0,4,1,0,0,10,2
Chantix,1,0,4,1,0,0,8,0
Metronidazole Gel 0.75%-vaginal,1,0,4,0,0,0,0,0
Neomycin-Polymyxin-Bacitracin Ophth. Oint,1,0,3,2,0,0,6,0
HumaLOG Insulin,1,0,3,1,0,0,2,0
CycloSPORINE Modified (Eon Labs),1,0,3,1,0,0,1,0
*NF* Guaifenesin LA,1,0,3,0,1,2,0,0
HumaLOG Mix 75-25,1,0,3,0,0,0,3,0
Carafate,1,0,3,0,0,0,2,0
Warf,1,0,3,0,0,0,1,0
roflumilast,1,0,3,0,0,0,0,2
Betaxolol HCl,1,0,3,0,0,0,0,1
Singulair,1,0,3,0,0,0,0,1
Tenecteplase,1,0,2,3,0,0,2,0
Disulfiram,1,0,2,1,0,1,2,0
ACETAMINOPHEN (RECTAL),1,0,2,1,0,0,2,0
valpr,1,0,2,1,0,0,0,0
Povidone Iodine 1/2 Strength,1,0,2,0,3,4,3,0
Regular Insulin,1,0,2,0,2,0,3,0
Exjade,1,0,2,0,2,0,2,0
Albuterol Sulfate (Extended Release),1,0,2,0,1,0,5,0
Sulfazine EC,1,0,2,0,1,0,0,0
Aralast,1,0,2,0,0,1,0,0
Lac-Hydrin,1,0,2,0,0,0,3,0
PRILOSEC,1,0,2,0,0,0,3,0
Polyvinyl Alcohol,1,0,2,0,0,0,2,1
Zetia,1,0,2,0,0,0,2,0
Insulin ASPART,1,0,2,0,0,0,1,1
sod,1,0,2,0,0,0,1,0
Sodium Chloride 0.9 % or No Intervention,1,0,2,0,0,0,1,0
Isosorb,1,0,2,0,0,0,1,0
Folplex 2.2,1,0,2,0,0,0,0,0
Meperidine (PF),1,0,1,3,0,0,11,0
Orabase Dental Paste,1,0,1,2,0,0,6,1
guaif,1,0,1,2,0,0,2,2
Cymbalta,1,0,1,2,0,0,2,0
Epine,1,0,1,2,0,0,1,0
Ammonium Lactate,1,0,1,1,1,0,1,0
nap,1,0,1,1,1,0,1,0
Phenoxybenzamine HCl,1,0,1,1,0,0,7,2
HEPARIN,1,0,1,1,0,0,5,2
Peppermint Oil,1,0,1,1,0,0,5,0
Thiotepa,1,0,1,1,0,0,3,0
valpro,1,0,1,1,0,0,3,0
Pilocarpine HCl,1,0,1,1,0,0,2,1
Levobunolol Hcl 0.25%,1,0,1,1,0,0,2,1
*NF* Beclomethasone Dipro 80 mcg Inh,1,0,1,1,0,0,2,0
Ranitidine ,1,0,1,1,0,0,1,0
Gatifloxacin,1,0,1,1,0,0,0,2
Methadon,1,0,1,1,0,0,0,1
Lactate Based CVVH Solution,1,0,1,1,0,0,0,1
Vaseline Lip Therapy,1,0,1,1,0,0,0,0
Tenecteplase Study Med (*IND*),1,0,1,1,0,0,0,0
LANTUS,1,0,1,1,0,0,0,0
CLARITIN,1,0,1,1,0,0,0,0
Vytorin 10-40,1,0,1,1,0,0,0,0
Triamcinolone Acetonide,1,0,1,0,2,1,2,0
DOCEtaxel (TaxoTERE),1,0,1,0,1,0,10,5
Bystolic,1,0,1,0,1,0,4,0
Caspofungin *NF*,1,0,1,0,1,0,2,3
Ketamin,1,0,1,0,1,0,2,0
Culturelle,1,0,1,0,1,0,2,0
Systane,1,0,1,0,1,0,2,0
micon,1,0,1,0,1,0,1,1
Haloperidol Lactate,1,0,1,0,1,0,1,0
Oselt,1,0,1,0,1,0,1,0
Fosamax,1,0,1,0,1,0,1,0
Multivi,1,0,1,0,0,3,2,0
Zaditor,1,0,1,0,0,1,4,1
Tetanus Immune Globulin,1,0,1,0,0,1,2,3
Acetylcysteine ,1,0,1,0,0,1,2,0
ALBU,1,0,1,0,0,1,1,1
ERY,1,0,1,0,0,1,1,1
ALBUM,1,0,1,0,0,1,1,1
Gamunex/GammaKED,1,0,1,0,0,1,1,0
Arsenic Trioxide *NF*,1,0,1,0,0,1,1,0
aceta,1,0,1,0,0,1,0,1
URSO Forte,1,0,1,0,0,1,0,1
Lidocaine 0.5% Mpf,1,0,1,0,0,1,0,0
Tacr,1,0,1,0,0,1,0,0
Albumin 25% ,1,0,1,0,0,1,0,0
Bactrim,1,0,1,0,0,1,0,0
anu,1,0,1,0,0,1,0,0
Tenofovir Disoproxil Fumarate,1,0,1,0,0,1,0,0
Cidofovir 1% Topical Paste,1,0,1,0,0,1,0,0
*NF* Temozolomide,1,0,1,0,0,0,16,2
Rituximab Desensitization,1,0,1,0,0,0,4,0
VESIcare,1,0,1,0,0,0,3,0
dilan,1,0,1,0,0,0,2,0
Humalog KwikPen,1,0,1,0,0,0,2,0
Neut,1,0,1,0,0,0,2,0
Triamcinolone 0.1% Ointment,1,0,1,0,0,0,1,3
Malarone,1,0,1,0,0,0,1,1
cortrosyn,1,0,1,0,0,0,1,1
Temsirolimus,1,0,1,0,0,0,1,1
albumi,1,0,1,0,0,0,1,1
*NF* Estradiol Transdermal Patch,1,0,1,0,0,0,1,1
orphenadrine citrate,1,0,1,0,0,0,1,1
Coenzyme Q10 study drug,1,0,1,0,0,0,1,0
Niaci,1,0,1,0,0,0,1,0
*NF* Mycophenolate Sodium,1,0,1,0,0,0,1,0
Nifedi,1,0,1,0,0,0,1,0
HumuLIN R,1,0,1,0,0,0,1,0
sodium Bicar,1,0,1,0,0,0,1,0
dival,1,0,1,0,0,0,1,0
Acetylcystein,1,0,1,0,0,0,1,0
Viokase 16,1,0,1,0,0,0,1,0
insulin ,1,0,1,0,0,0,1,0
Biscolax,1,0,1,0,0,0,1,0
Docusate So,1,0,1,0,0,0,1,0
Morphin,1,0,1,0,0,0,1,0
*NF* Triazolam,1,0,1,0,0,0,1,0
valproic acid (as sodium salt),1,0,1,0,0,0,1,0
Ipratropium,1,0,1,0,0,0,1,0
Lorazepam 2 mg syringe ,1,0,1,0,0,0,1,0
HumuLIN 70/30,1,0,1,0,0,0,1,0
hydromorphone,1,0,1,0,0,0,1,0
acetaminophen,1,0,1,0,0,0,1,0
Fleet ,1,0,1,0,0,0,1,0
Provera,1,0,1,0,0,0,1,0
NPH insulin human recomb,1,0,1,0,0,0,1,0
dil,1,0,1,0,0,0,0,2
Cefotetan,1,0,1,0,0,0,0,2
Dostinex,1,0,1,0,0,0,0,1
"Meningococ Vac A,C,Y,W135 (PF)",1,0,1,0,0,0,0,0
Prochlorperazine Edisylate,1,0,1,0,0,0,0,0
Aminocaproic Acid ,1,0,1,0,0,0,0,0
Mesala,1,0,1,0,0,0,0,0
depak,1,0,1,0,0,0,0,0
Domperidone (Bulk),1,0,1,0,0,0,0,0
Doxycycline Hyclate (Periostat),1,0,1,0,0,0,0,0
olan,1,0,1,0,0,0,0,0
Niaspan Extended-Release,1,0,1,0,0,0,0,0
Fluticasone/Salmeterol (Advair),1,0,1,0,0,0,0,0
Ditropan XL,1,0,1,0,0,0,0,0
Apri,1,0,1,0,0,0,0,0
Dexmedetomidine Hcl,1,0,0,4,0,0,7,0
SulfaSALAzine EC,1,0,0,3,0,0,3,0
Carboplatin,1,0,0,3,0,0,0,1
Olanzapi,1,0,0,1,0,0,3,0
Critic-Aid,1,0,0,1,0,0,2,0
neut,1,0,0,1,0,0,1,1
Peppermint Spirit,1,0,0,1,0,0,1,1
Potassium Chloride Oral Sol,1,0,0,1,0,0,1,1
Dermagran Ointment,1,0,0,1,0,0,1,1
Concerta (methylphenidate),1,0,0,1,0,0,1,0
Chloroprocaine 2% MPF,1,0,0,1,0,0,1,0
MULTI,1,0,0,1,0,0,1,0
cinacalcet,1,0,0,1,0,0,1,0
Forteo,1,0,0,1,0,0,1,0
mupirocin,1,0,0,1,0,0,1,0
Belladonna Alk-Phenobarbital,1,0,0,1,0,0,0,1
Calcium Lactate,1,0,0,1,0,0,0,1
iso,1,0,0,1,0,0,0,0
HEPARIN  FLUSH,1,0,0,1,0,0,0,0
Gleevec (imatinib mesylate),1,0,0,1,0,0,0,0
NITROGLYCERIN,1,0,0,1,0,0,0,0
Activated,1,0,0,1,0,0,0,0
AMOXicillin,1,0,0,1,0,0,0,0
MORPHINE,1,0,0,1,0,0,0,0
*NF* Imatinib,1,0,0,1,0,0,0,0
calcium,1,0,0,1,0,0,0,0
PROPOFOL (*GENERIC*),1,0,0,1,0,0,0,0
Epinephrine-Sodium Chloride,1,0,0,1,0,0,0,0
hydroxyzine,1,0,0,1,0,0,0,0
Dexam,1,0,0,0,1,0,3,1
UROXATRAL,1,0,0,0,1,0,2,1
Maxalt,1,0,0,0,1,0,2,0
Xeloda,1,0,0,0,1,0,1,1
Mepivacaine 1%,1,0,0,0,1,0,1,1
lidoc,1,0,0,0,1,0,1,1
Maxair Autohaler,1,0,0,0,1,0,1,1
Factor 9 Complex,1,0,0,0,1,0,1,0
Premarin,1,0,0,0,1,0,1,0
Privigen,1,0,0,0,1,0,1,0
Scot-Tussin Expectorant,1,0,0,0,1,0,1,0
carbamide peroxide,1,0,0,0,1,0,1,0
Montelukast,1,0,0,0,1,0,0,1
Theo Liquid,1,0,0,0,1,0,0,0
Cotrosyn,1,0,0,0,1,0,0,0
Morphine Sulfate (Immediate Release),1,0,0,0,1,0,0,0
Junel FE 1.5/30 (28),1,0,0,0,1,0,0,0
NAC,1,0,0,0,1,0,0,0
Uroqid-Acid No.2,1,0,0,0,1,0,0,0
NAC (N-acetyl-L-cysteine,1,0,0,0,1,0,0,0
Iloprost,1,0,0,0,0,21,0,0
Lactinex,1,0,0,0,0,2,0,0
Amoxicillin Oral Susp.,1,0,0,0,0,1,4,0
Albumin 5% (12.5g),1,0,0,0,0,1,2,0
Protopic,1,0,0,0,0,1,1,1
valproi,1,0,0,0,0,1,1,0
Menomune,1,0,0,0,0,1,1,0
dextr,1,0,0,0,0,1,1,0
Zaditor (Ketotifen fumarate),1,0,0,0,0,1,1,0
Cortisporin,1,0,0,0,0,1,1,0
MetRONIDAZOLE,1,0,0,0,0,1,1,0
Zaditor (Ketotifen),1,0,0,0,0,1,1,0
Ondanset,1,0,0,0,0,1,0,1
Ola,1,0,0,0,0,1,0,0
Epinephrine Kit,1,0,0,0,0,1,0,0
SODIUM,1,0,0,0,0,1,0,0
Potassium,1,0,0,0,0,1,0,0
Calcium,1,0,0,0,0,1,0,0
Dovonex,1,0,0,0,0,1,0,0
Mult5l,1,0,0,0,0,1,0,0
NAFCILLIN,1,0,0,0,0,1,0,0
Abacavir,1,0,0,0,0,1,0,0
maa,1,0,0,0,0,1,0,0
Ultralente Humulin Insulin,1,0,0,0,0,1,0,0
VITAMIN K1,1,0,0,0,0,1,0,0
Tetracaine HCl,1,0,0,0,0,1,0,0
Nafcillin Sodium,1,0,0,0,0,1,0,0
Cytomegalovirus Immune Glob,1,0,0,0,0,0,10,0
Starter PN D5,1,0,0,0,0,0,7,5
baclofen,1,0,0,0,0,0,6,0
Starter PN D10,1,0,0,0,0,0,5,2
dila,1,0,0,0,0,0,4,2
valproic,1,0,0,0,0,0,4,2
Glycerin 50%,1,0,0,0,0,0,4,1
Ureacin-20,1,0,0,0,0,0,4,0
Clonidine TTS,1,0,0,0,0,0,3,3
Metipranolol,1,0,0,0,0,0,3,0
brinzolamide,1,0,0,0,0,0,3,0
Triethanolamine Solution,1,0,0,0,0,0,2,1
Thiopental Sodium,1,0,0,0,0,0,2,0
Nitrofurantoin Macrocrystal,1,0,0,0,0,0,2,0
Povidone Iodine 10% Ointment,1,0,0,0,0,0,2,0
Pentamidine ,1,0,0,0,0,0,1,1
Rythmol SR,1,0,0,0,0,0,1,1
difluprednate,1,0,0,0,0,0,1,1
EMLA,1,0,0,0,0,0,1,1
Clindamycin Solution,1,0,0,0,0,0,1,1
SUTENT,1,0,0,0,0,0,1,1
arti,1,0,0,0,0,0,1,1
Glycerin (Laxative),1,0,0,0,0,0,1,1
*NF* Sorafenib,1,0,0,0,0,0,1,1
Chlorambucil,1,0,0,0,0,0,1,1
Tylenol Arthritis,1,0,0,0,0,0,1,1
coenzyme Q10  200mg,1,0,0,0,0,0,1,1
bisacody,1,0,0,0,0,0,1,1
Bacitracin-Polymyxin ,1,0,0,0,0,0,1,1
Multivita,1,0,0,0,0,0,1,1
bisacodyl,1,0,0,0,0,0,1,1
Tylenol Arthritis Pain,1,0,0,0,0,0,1,1
Nisoldipine (Sular),1,0,0,0,0,0,1,1
Megestrol Oral Suspension,1,0,0,0,0,0,1,1
xal,1,0,0,0,0,0,1,0
Loraz,1,0,0,0,0,0,1,0
Pergolide Mesylate,1,0,0,0,0,0,1,0
Humalog Mix 75-25 KwikPen,1,0,0,0,0,0,1,0
sodium Bica,1,0,0,0,0,0,1,0
bismu,1,0,0,0,0,0,1,0
Ipratropium ,1,0,0,0,0,0,1,0
predn,1,0,0,0,0,0,1,0
Collagenase,1,0,0,0,0,0,1,0
Vyvanse,1,0,0,0,0,0,1,0
Morphine Sulfa,1,0,0,0,0,0,1,0
linezolid,1,0,0,0,0,0,1,0
Folgard,1,0,0,0,0,0,1,0
Bupivacaine 0.75%,1,0,0,0,0,0,1,0
Heparin Flush (10 units/mL),1,0,0,0,0,0,1,0
Dimen,1,0,0,0,0,0,1,0
Influenza Virus Vaccine *Latex Free*,1,0,0,0,0,0,1,0
Preparation H,1,0,0,0,0,0,1,0
Femhrt 1/5,1,0,0,0,0,0,1,0
Refresh P.M.,1,0,0,0,0,0,1,0
Scopolamine Base,1,0,0,0,0,0,1,0
Ertapenem,1,0,0,0,0,0,1,0
Guai,1,0,0,0,0,0,1,0
Olopatadine HCl,1,0,0,0,0,0,1,0
Erlotinib (Tarceva),1,0,0,0,0,0,1,0
Varicella-Zoster Imm Globulin,1,0,0,0,0,0,1,0
Testosterone Propionate,1,0,0,0,0,0,1,0
Neupro,1,0,0,0,0,0,1,0
cortis,1,0,0,0,0,0,1,0
Tetanus,1,0,0,0,0,0,1,0
Vera,1,0,0,0,0,0,1,0
Halobetasol Propionate,1,0,0,0,0,0,1,0
Metronidazole cream 1%,1,0,0,0,0,0,1,0
Pramoxine-Mineral Oil-Zinc,1,0,0,0,0,0,1,0
sodium Bicarb,1,0,0,0,0,0,1,0
pred,1,0,0,0,0,0,1,0
Nascobal,1,0,0,0,0,0,1,0
Tretinoin (Emollient) 0.04%,1,0,0,0,0,0,1,0
timolo,1,0,0,0,0,0,1,0
artif,1,0,0,0,0,0,1,0
rasagiline (Azilect),1,0,0,0,0,0,1,0
Mitotane,1,0,0,0,0,0,1,0
Benazepril HCl,1,0,0,0,0,0,1,0
Interferon Alfa 2A,1,0,0,0,0,0,0,4
Mupirocin 2% Cream,1,0,0,0,0,0,0,3
Bevacizumab (Avastin),1,0,0,0,0,0,0,1
Gaviscon,1,0,0,0,0,0,0,1
Epoprostenol,1,0,0,0,0,0,0,1
Magnesium Sulfate Replacement (Critical Care and Oncology),1,0,0,0,0,0,0,1
Syringe (LR),1,0,0,0,0,0,0,1
Remifentanil,1,0,0,0,0,0,0,1
Ethacrynic acid,1,0,0,0,0,0,0,1
Pramoxine HCl,1,0,0,0,0,0,0,1
<IND> Drotrecogin Alfa Study Drug,1,0,0,0,0,0,0,1
Hydroxypropyl Meth. 2.5% Ophth,1,0,0,0,0,0,0,1
Lansoprazole ,1,0,0,0,0,0,0,1
Fleet Glycerin Suppository,1,0,0,0,0,0,0,1
Robitussin Chest Congestion,1,0,0,0,0,0,0,1
CONVATEK,1,0,0,0,0,0,0,1
Loteprednol Etabonate,1,0,0,0,0,0,0,1
Vitamin K1,1,0,0,0,0,0,0,1
Triamcinolone Acetonide(Inhal),1,0,0,0,0,0,0,0
NEO*PO*Hydrocortisone Sod Succinate,1,0,0,0,0,0,0,0
sodium chloride,1,0,0,0,0,0,0,0
Terbinafine 1% Spray,1,0,0,0,0,0,0,0
Phenytoin Sodium **Brand Name ONLY**,1,0,0,0,0,0,0,0
levocarnitine,1,0,0,0,0,0,0,0
Chloroprocaine 2%,1,0,0,0,0,0,0,0
D5W W 0.2% Albumin,1,0,0,0,0,0,0,0
Tylenol MELTAWAYS,1,0,0,0,0,0,0,0
codeine-guaifenesin,1,0,0,0,0,0,0,0
Pemoline,1,0,0,0,0,0,0,0
*NF* Cefotaxime,1,0,0,0,0,0,0,0
Dexamethasone Sod Phos Ophth,1,0,0,0,0,0,0,0
Vicodin ,1,0,0,0,0,0,0,0
Librax,1,0,0,0,0,0,0,0
Loperamide Hcl,1,0,0,0,0,0,0,0
*NF* Epirubicin,1,0,0,0,0,0,0,0
Neomycin-Polymyxin-Gramicidin,1,0,0,0,0,0,0,0
FLUC60L,1,0,0,0,0,0,0,0
SYMLIN,1,0,0,0,0,0,0,0
Promit,1,0,0,0,0,0,0,0
Gaviscon Extra Strength,1,0,0,0,0,0,0,0
